0.2002	0	-14.489
0.21891	0	-14.43
0.27548	0	-14.254
0.36988	0	-13.963
0.50254	0	-13.561
0.67364	0	-13.053
0.88361	0	-12.445
1.132	0	-11.745
1.4186	0	-10.962
1.7428	0	-10.104
2.1027	0	-9.1833
2.4968	0	-8.2098
2.9229	0	-7.1957
3.3783	0	-6.1527
3.8597	0	-5.0935
4.3639	0	-4.031
4.8868	0	-2.9781
5.4246	0	-1.9466
5.9823	0	-0.9441
6.5523	0	0.0069991
7.1279	0	0.89559
7.7009	0	1.7118
8.2632	0	2.4476
8.8051	0	3.0947
9.3186	0	3.6483
9.7939	0	4.103
10.223	0	4.4561
10.599	0	4.7064
10.915	0	4.8518
11.168	0	4.8925
11.354	0	4.8296
11.465	0	4.6686
11.496	0	4.415
11.448	0	4.0737
11.323	0	3.6467
11.123	0	3.1392
10.853	0	2.5564
10.517	0	1.9031
10.12	0	1.1856
9.6697	0	0.41023
9.1727	0	-0.41633
8.6367	0	-1.2884
8.0705	0	-2.1979
7.4823	0	-3.1385
6.8731	0	-4.1076
6.251	0	-5.086
5.6246	0	-6.0635
5.0023	0	-7.0303
4.3922	0	-7.9763
3.8016	0	-8.8917
3.2373	0	-9.7673
2.7058	0	-10.593
2.2129	0	-11.359
1.7642	0	-12.057
1.364	0	-12.68
1.0174	0	-13.219
0.72803	0	-13.669
0.4991	0	-14.025
0.33388	0	-14.281
0.2336	0	-14.437
0.2002	0	-14.489
