17.707	0	1.07
17.797	0.66443	1.0838
17.886	1.3289	1.0953
17.973	1.9933	1.1046
18.059	2.6577	1.1118
18.144	3.3221	1.1168
18.227	3.9866	1.1197
18.308	4.651	1.1206
18.387	5.3154	1.1196
18.464	5.9799	1.1166
18.54	6.6443	1.1117
18.613	7.3087	1.105
18.684	7.9732	1.0964
18.752	8.6376	1.0861
18.819	9.302	1.0741
18.883	9.9664	1.0604
18.944	10.631	1.0451
19.003	11.295	1.0281
19.06	11.96	1.0096
19.113	12.624	0.98955
19.164	13.289	0.96799
19.213	13.953	0.94496
19.259	14.617	0.92049
19.301	15.282	0.89462
19.341	15.946	0.86737
19.379	16.611	0.83877
19.413	17.275	0.80885
19.444	17.94	0.77764
19.472	18.604	0.74517
19.497	19.268	0.71146
19.52	19.933	0.67653
19.539	20.597	0.64041
19.555	21.262	0.60313
19.567	21.926	0.5647
19.577	22.591	0.52515
19.583	23.255	0.4845
19.587	23.919	0.44277
19.586	24.584	0.39999
19.583	25.248	0.35616
19.576	25.913	0.31132
19.566	26.577	0.26547
19.553	27.242	0.21864
19.536	27.906	0.17085
19.515	28.57	0.12211
19.491	29.235	0.072433
19.464	29.899	0.021843
19.433	30.564	-0.029646
19.399	31.228	-0.08202
19.36	31.893	-0.13526
19.319	32.557	-0.18936
19.273	33.221	-0.24431
19.225	33.886	-0.30008
19.172	34.55	-0.35666
19.115	35.215	-0.41405
19.055	35.879	-0.47223
18.991	36.544	-0.53118
18.924	37.208	-0.59091
18.852	37.872	-0.65138
18.777	38.537	-0.71261
18.697	39.201	-0.77456
18.614	39.866	-0.83724
18.527	40.53	-0.90063
18.436	41.195	-0.96473
18.341	41.859	-1.0295
18.242	42.523	-1.095
18.138	43.188	-1.1612
18.031	43.852	-1.228
17.919	44.517	-1.2955
17.804	45.181	-1.3636
17.684	45.846	-1.4324
17.56	46.51	-1.5018
17.431	47.174	-1.5718
17.299	47.839	-1.6425
17.162	48.503	-1.7138
17.02	49.168	-1.7857
16.875	49.832	-1.8582
16.724	50.497	-1.9313
16.57	51.161	-2.005
16.41	51.826	-2.0793
16.247	52.49	-2.1542
16.078	53.154	-2.2296
15.905	53.819	-2.3056
15.727	54.483	-2.3822
15.545	55.148	-2.4594
15.358	55.812	-2.5371
15.165	56.477	-2.6154
14.968	57.141	-2.6943
14.767	57.805	-2.7737
14.56	58.47	-2.8537
14.348	59.134	-2.9342
14.131	59.799	-3.0152
13.909	60.463	-3.0969
13.681	61.128	-3.179
13.449	61.792	-3.2617
13.211	62.456	-3.345
12.967	63.121	-3.4288
12.718	63.785	-3.5132
12.464	64.45	-3.5981
12.204	65.114	-3.6836
11.938	65.779	-3.7696
11.667	66.443	-3.8562
11.39	67.107	-3.9433
11.107	67.772	-4.031
10.817	68.436	-4.1193
10.522	69.101	-4.2081
10.221	69.765	-4.2976
9.9127	70.43	-4.3876
9.5984	71.094	-4.4782
9.2776	71.758	-4.5694
8.9501	72.423	-4.6613
8.6158	73.087	-4.7537
8.2746	73.752	-4.8468
7.9263	74.416	-4.9406
7.5707	75.081	-5.0349
7.2078	75.745	-5.13
6.8373	76.409	-5.2258
6.4591	77.074	-5.3222
6.0729	77.738	-5.4194
5.6785	78.403	-5.5174
5.2758	79.067	-5.6161
4.8644	79.732	-5.7156
4.4441	80.396	-5.816
4.0146	81.06	-5.9172
3.5756	81.725	-6.0194
3.1268	82.389	-6.1225
2.6677	83.054	-6.2266
2.198	83.718	-6.3317
1.7172	84.383	-6.4379
1.2247	85.047	-6.5453
0.72011	85.711	-6.6539
0.2027	86.376	-6.7639
-0.32825	87.04	-6.8753
-0.87354	87.705	-6.9882
-1.4341	88.369	-7.1028
-2.011	89.034	-7.2192
-2.6056	89.698	-7.3375
-3.2192	90.362	-7.4581
-3.8536	91.027	-7.5812
-4.5111	91.691	-7.707
-5.1941	92.356	-7.836
-5.906	93.02	-7.9686
-6.6511	93.685	-8.1056
-7.4347	94.349	-8.2476
-8.2646	95.013	-8.396
-9.1517	95.678	-8.5523
-10.113	96.342	-8.7193
-11.175	97.007	-8.9014
-12.395	97.671	-9.1072
-13.91	98.336	-9.3593
-17.19	99	-9.9
