-19.033	97.99	0
-19.016	97.99	0.003592
-18.967	97.99	0.014307
-18.885	97.99	0.031658
-18.772	97.99	0.055158
-18.629	97.99	0.084016
-18.456	97.99	0.11732
-18.257	97.99	0.15415
-18.033	97.99	0.1933
-17.786	97.99	0.23372
-17.519	97.99	0.27433
-17.235	97.99	0.31402
-16.937	97.99	0.35171
-16.629	97.99	0.38641
-16.313	97.99	0.41716
-15.993	97.99	0.44297
-15.673	97.99	0.46306
-15.355	97.99	0.4767
-15.042	97.99	0.48169
-14.74	97.99	0.47676
-14.451	97.99	0.46196
-14.18	97.99	0.43792
-13.929	97.99	0.40541
-13.702	97.99	0.36565
-13.502	97.99	0.31981
-13.329	97.99	0.26952
-13.187	97.99	0.21631
-13.077	97.99	0.16158
-12.999	97.99	0.10666
-12.955	97.99	0.052479
-12.945	97.99	0
-12.967	97.99	-0.048339
-13.023	97.99	-0.090286
-13.11	97.99	-0.12548
-13.228	97.99	-0.15409
-13.376	97.99	-0.17613
-13.55	97.99	-0.19184
-13.751	97.99	-0.20152
-13.974	97.99	-0.20572
-14.219	97.99	-0.20505
-14.482	97.99	-0.20036
-14.761	97.99	-0.19269
-15.054	97.99	-0.18295
-15.356	97.99	-0.17229
-15.668	97.99	-0.16054
-15.985	97.99	-0.14703
-16.301	97.99	-0.13236
-16.615	97.99	-0.1172
-16.921	97.99	-0.1021
-17.218	97.99	-0.087425
-17.502	97.99	-0.073544
-17.77	97.99	-0.060516
-18.018	97.99	-0.048583
-18.244	97.99	-0.037807
-18.446	97.99	-0.028188
-18.621	97.99	-0.019847
-18.767	97.99	-0.012846
-18.882	97.99	-0.0073057
-18.965	97.99	-0.0032876
-19.016	97.99	-0.00079145
-19.033	97.99	0
